Agency,GFS,Amount,Payment Date
E0373479,215727,81329967,2018-02-02
E0373479,215920,74566059,2018-02-02
E0373479,211,48725138,2018-02-02
E0373479,216,40677586,2018-02-02
E0373479,214695,7491779,2018-02-02
E0373479,214047,37247406,2018-02-02
E0863254,21820,55949727,2018-02-02
E0863254,214729,34881085,2018-02-02
E0863254,21393,7955204,2018-02-02
E0863254,21932,70433382,2018-02-02
E0863254,216037,16580396,2018-02-02
E0863254,217,44217462,2018-02-02
E0863254,218,85380591,2018-02-02
E0863254,21668,17709379,2018-02-02
E0863254,215,95853971,2018-02-02
E0863254,21980,4942379,2018-02-02
E0835112,214695,77272245,2018-02-04
E0835112,215,11472248,2018-02-04
E0835112,212652,30688276,2018-02-04
E0835112,212,9227636,2018-02-04
E0835112,21186,16614505,2018-02-04
E0835112,21872,18145487,2018-02-04
E0835112,21709,60075563,2018-02-04
E0835112,214,43249652,2018-02-04
E0835112,21752,81555550,2018-02-04
E0835112,213197,45318422,2018-02-04
E0835112,218,2880694,2018-02-04
E0835112,211,37990778,2018-02-04
E0835112,217,14275165,2018-02-04
E0835112,213,25377662,2018-02-04
E0835112,21208,42425698,2018-02-04
E0835112,21515,85673165,2018-02-04
E0835112,214946,37329525,2018-02-04
E0835112,212,56731793,2018-02-04
E0505028,21582,1311461,2018-02-04
E0505028,216134,84152857,2018-02-04
E0505028,215136,22105906,2018-02-04
E0505028,218,28189606,2018-02-04
E0505028,215706,69241296,2018-02-04
E0505028,21393,74199856,2018-02-04
E0505028,219351,24165265,2018-02-04
E0505028,214312,8341857,2018-02-04
E0982709,219578,69819234,2018-02-04
E0982709,218,54205555,2018-02-04
E0982709,216419,65067373,2018-02-04
E0982709,214,14485265,2018-02-04
E0982709,219,54826349,2018-02-04
E0982709,215136,51363402,2018-02-04
E0982709,215727,38617674,2018-02-04
E0982709,215920,5092542,2018-02-04
E0982709,217,27791121,2018-02-04
E0982709,21325,97119651,2018-02-04
E0982709,21799,16258080,2018-02-04
E0586075,213183,22557458,2018-02-04
E0586075,216037,7303564,2018-02-04
E0586075,212,11987600,2018-02-04
E0586075,217,60325111,2018-02-04
E0586075,218,35506580,2018-02-04
E0586075,213197,75765311,2018-02-04
E0586075,219,33550277,2018-02-04
E0586075,21186,7760036,2018-02-04
E0586075,217719,5203845,2018-02-04
E0586075,21872,59733349,2018-02-04
E0586075,211,29429605,2018-02-04
E0586075,21186,45312124,2018-02-04
E0586075,21393,87251746,2018-02-04
E0586075,216,71902609,2018-02-04
E0307187,219,12294723,2018-02-04
E0307187,214357,74141373,2018-02-04
E0307187,212245,40344483,2018-02-04
E0307187,21446,13564084,2018-02-04
E0307187,214,831884,2018-02-04
E0307187,217,71269291,2018-02-04
E0307187,213,7464348,2018-02-04
E0307187,216037,8386739,2018-02-04
E0307187,211,60924521,2018-02-04
E0307187,216823,50441028,2018-02-04
E0307187,217028,2802207,2018-02-04
E0307187,21131,51993454,2018-02-04
E0307187,213183,76011684,2018-02-04
E0307187,21186,21566405,2018-02-04
E0307187,21980,83060706,2018-02-04
E0307187,21903,36304632,2018-02-04
E0307187,214,28149852,2018-02-04
E0307187,218926,11388442,2018-02-04
E0109833,217973,86795684,2018-02-04
E0109833,214946,30497789,2018-02-04
E0109833,21220,15887134,2018-02-04
E0109833,218,81923720,2018-02-04
E0109833,218,78090298,2018-02-04
E0109833,215727,48878544,2018-02-04
E0109833,212,38709907,2018-02-04
E0109833,214312,13455543,2018-02-04
E0109833,218,60622446,2018-02-04
E0109833,215920,28813565,2018-02-04
E0109833,217028,36569924,2018-02-04
E0109833,214047,87376024,2018-02-04
E0109833,21434,33825274,2018-02-04
E0109833,21143,68835009,2018-02-04
E0337037,218926,77791669,2018-02-04
E0337037,215920,20779812,2018-02-04
E0337037,216134,33053056,2018-02-04
E0337037,215,22060240,2018-02-04
E0337037,218,56560013,2018-02-04
E0337037,215727,93548691,2018-02-04
E0337037,214,58397495,2018-02-04
E0337037,217,15849564,2018-02-04
E0171808,21515,38505663,2018-02-04
E0171808,212,66624176,2018-02-04
E0171808,21665,75117278,2018-02-04
E0171808,21208,62652250,2018-02-04
E0171808,215727,61047783,2018-02-04
E0171808,213,90364932,2018-02-04
E0171808,21448,7155299,2018-02-04
E0171808,211,42278648,2018-02-04
E0171808,215136,46645717,2018-02-04
E0171808,216668,73818119,2018-02-04
E0171808,214047,12794340,2018-02-04
E0171808,21709,1432264,2018-02-04
E0171808,211,54746970,2018-02-04
E0171808,21433,32136497,2018-02-04
E0171808,21186,2658542,2018-02-04
E0171808,212,37461704,2018-02-04
E0171808,21143,89984083,2018-02-04
E0171808,216862,49136076,2018-02-04
E0373479,21186,75013143,2018-02-04
E0373479,211,78072252,2018-02-04
E0373479,21131,59821179,2018-02-04
E0373479,21665,91328569,2018-02-04
E0373479,219,40889174,2018-02-04
E0373479,214946,6289791,2018-02-04
E0373479,212,9925618,2018-02-04
E0863254,213,59940881,2018-02-04
E0863254,212,3129969,2018-02-04
E0863254,213,96109007,2018-02-04
E0863254,216823,20953718,2018-02-04
E0863254,213183,22353379,2018-02-04
E0863254,21638,53910987,2018-02-04
E0863254,213197,2113698,2018-02-04
E0863254,217,58520335,2018-02-04
E0863254,211,22423359,2018-02-04
E0863254,216919,8969249,2018-02-04
E0863254,216,12099178,2018-02-04
E0863254,214,38804599,2018-02-04
E0863254,21200,83506508,2018-02-04
E0863254,216668,63847489,2018-02-04
E0863254,218926,27721553,2018-02-04
E0863254,219578,5151913,2018-02-04
E0835112,216992,5335820,2018-02-06
E0835112,219351,94958797,2018-02-06
E0835112,215136,62515185,2018-02-06
E0835112,21665,92994389,2018-02-06
E0835112,21582,64675369,2018-02-06
E0835112,212,88301715,2018-02-06
E0835112,211,52090588,2018-02-06
E0835112,21143,71006087,2018-02-06
E0835112,213197,69638080,2018-02-06
E0835112,214312,14428371,2018-02-06
E0835112,212,82316928,2018-02-06
E0505028,214,44496183,2018-02-06
E0505028,215136,67173103,2018-02-06
E0505028,215706,66495063,2018-02-06
E0505028,216134,41681798,2018-02-06
E0505028,215920,26890470,2018-02-06
E0505028,212,77732722,2018-02-06
E0505028,213197,52948691,2018-02-06
E0505028,219388,90823271,2018-02-06
E0505028,21200,62360884,2018-02-06
E0505028,214047,86925394,2018-02-06
E0505028,219578,22155396,2018-02-06
E0505028,213,71896290,2018-02-06
E0505028,21820,62452774,2018-02-06
E0505028,214357,96865225,2018-02-06
E0505028,219,63276030,2018-02-06
E0982709,21572,90370265,2018-02-06
E0982709,21186,38717067,2018-02-06
E0982709,211,71581123,2018-02-06
E0982709,213,97147752,2018-02-06
E0982709,212,75272523,2018-02-06
E0982709,216037,3434005,2018-02-06
E0982709,21143,48495697,2018-02-06
E0982709,211,78455981,2018-02-06
E0982709,212,97016089,2018-02-06
E0982709,21903,3044085,2018-02-06
E0586075,214357,10342418,2018-02-06
E0586075,214742,60800837,2018-02-06
E0586075,212245,12971876,2018-02-06
E0586075,21186,20479474,2018-02-06
E0586075,219,94200677,2018-02-06
E0586075,217604,579881,2018-02-06
E0586075,219,25901741,2018-02-06
E0586075,216037,84181578,2018-02-06
E0586075,214729,25179057,2018-02-06
E0586075,211,53636758,2018-02-06
E0586075,216,31381708,2018-02-06
E0586075,211,84616391,2018-02-06
E0586075,215706,83187485,2018-02-06
E0586075,214312,85914382,2018-02-06
E0586075,21665,68412019,2018-02-06
E0586075,21305,38985527,2018-02-06
E0307187,214729,4854070,2018-02-06
E0307187,214742,70587309,2018-02-06
E0307187,21872,92691708,2018-02-06
E0307187,217,63637783,2018-02-06
E0307187,211,59739246,2018-02-06
E0307187,21989,85638355,2018-02-06
E0307187,215706,36754311,2018-02-06
E0307187,214946,53681593,2018-02-06
E0307187,21932,1553912,2018-02-06
E0307187,21980,27105327,2018-02-06
E0307187,21191,80567520,2018-02-06
E0307187,216862,5532540,2018-02-06
E0307187,21709,63798441,2018-02-06
E0307187,215920,80476208,2018-02-06
E0307187,21208,20686289,2018-02-06
E0307187,21119,46343685,2018-02-06
E0307187,21799,27557805,2018-02-06
E0109833,217,49955369,2018-02-06
E0109833,21980,22648492,2018-02-06
E0109833,219,47359975,2018-02-06
E0109833,212652,2078812,2018-02-06
E0109833,216919,29725048,2018-02-06
E0109833,218926,33358975,2018-02-06
E0109833,21799,10919713,2018-02-06
E0109833,21119,41840270,2018-02-06
E0109833,211,42820129,2018-02-06
E0109833,21582,52856649,2018-02-06
E0109833,21989,30393883,2018-02-06
E0109833,216134,35212453,2018-02-06
E0109833,215124,35823363,2018-02-06
E0109833,219,67560310,2018-02-06
E0109833,213,99766098,2018-02-06
E0109833,217028,67733645,2018-02-06
E0109833,218,54469012,2018-02-06
E0109833,21709,85864575,2018-02-06
E0109833,216862,2983275,2018-02-06
E0337037,215,76762034,2018-02-06
E0337037,213,35006822,2018-02-06
E0337037,21208,82219646,2018-02-06
E0337037,211526,53051490,2018-02-06
E0337037,21393,1564885,2018-02-06
E0337037,212,30535248,2018-02-06
E0337037,215706,95597312,2018-02-06
E0337037,216134,97040761,2018-02-06
E0337037,217604,37781715,2018-02-06
E0337037,21872,98297500,2018-02-06
E0337037,218,88066831,2018-02-06
E0337037,214,21227173,2018-02-06
E0337037,212245,57438730,2018-02-06
E0337037,21752,64041002,2018-02-06
E0337037,21446,89272423,2018-02-06
E0171808,21446,1040578,2018-02-06
E0171808,21433,38232904,2018-02-06
E0171808,215727,9577602,2018-02-06
E0171808,217028,90365494,2018-02-06
E0171808,21752,80948645,2018-02-06
E0171808,214695,71013298,2018-02-06
E0171808,21108,717992,2018-02-06
E0171808,212,94291213,2018-02-06
E0171808,214047,51336095,2018-02-06
E0171808,217604,63497030,2018-02-06
E0171808,216668,88149815,2018-02-06
E0373479,219388,9003030,2018-02-06
E0373479,21143,44594616,2018-02-06
E0373479,216862,8675559,2018-02-06
E0373479,215706,82954123,2018-02-06
E0373479,211526,60648951,2018-02-06
E0373479,218,89521471,2018-02-06
E0373479,218926,83124879,2018-02-06
E0373479,216,65501151,2018-02-06
E0373479,21434,91837155,2018-02-06
E0373479,214695,2355134,2018-02-06
E0373479,213183,90423895,2018-02-06
E0373479,21752,80721148,2018-02-06
E0373479,21200,55404663,2018-02-06
E0373479,21191,29709835,2018-02-06
E0373479,21820,17317314,2018-02-06
E0373479,217719,18014270,2018-02-06
E0373479,216037,48015457,2018-02-06
E0863254,214357,94849965,2018-02-06
E0863254,219,51693270,2018-02-06
E0863254,21709,56768237,2018-02-06
E0863254,211,50541172,2018-02-06
E0863254,21119,1848261,2018-02-06
E0863254,211,38721019,2018-02-06
E0863254,216,16488576,2018-02-06
E0863254,21191,94852884,2018-02-06
E0863254,212,67178615,2018-02-06
E0863254,21305,41027323,2018-02-06
E0863254,213,33451046,2018-02-06
E0863254,214312,53381390,2018-02-06
E0863254,212,13780807,2018-02-06
E0835112,21433,70151986,2018-02-11
E0835112,212,86679754,2018-02-11
E0835112,214047,34693029,2018-02-11
E0835112,21989,53774189,2018-02-11
E0835112,21108,99577538,2018-02-11
E0835112,21119,5495724,2018-02-11
E0835112,219351,37355572,2018-02-11
E0835112,21446,91889835,2018-02-11
E0835112,216037,31474744,2018-02-11
E0835112,21143,66414088,2018-02-11
E0835112,217,61494604,2018-02-11
E0835112,21665,47567687,2018-02-11
E0505028,216037,14173479,2018-02-11
E0505028,21119,61942052,2018-02-11
E0505028,213,42680970,2018-02-11
E0505028,214312,7246231,2018-02-11
E0505028,211526,867856,2018-02-11
E0505028,214946,94623880,2018-02-11
E0505028,218,43126968,2018-02-11
E0505028,217,15464850,2018-02-11
E0505028,216419,96830415,2018-02-11
E0505028,21980,22637819,2018-02-11
E0505028,213,49625986,2018-02-11
E0982709,213183,58243991,2018-02-11
E0982709,217,16404630,2018-02-11
E0982709,211,11407651,2018-02-11
E0982709,21200,99152467,2018-02-11
E0982709,215920,9046215,2018-02-11
E0982709,21143,7841733,2018-02-11
E0982709,21989,82180538,2018-02-11
E0586075,215,71295951,2018-02-11
E0586075,211526,2124985,2018-02-11
E0586075,21186,35973732,2018-02-11
E0586075,218,48931793,2018-02-11
E0586075,219,26687232,2018-02-11
E0586075,211,20026784,2018-02-11
E0586075,21143,89490980,2018-02-11
E0586075,21572,67621121,2018-02-11
E0586075,21665,40353812,2018-02-11
E0586075,216419,48254577,2018-02-11
E0586075,217028,18676860,2018-02-11
E0586075,218,21744419,2018-02-11
E0586075,21446,44706419,2018-02-11
E0586075,215136,38787652,2018-02-11
E0586075,21119,87010378,2018-02-11
E0586075,217719,74706290,2018-02-11
E0586075,219,30615616,2018-02-11
E0307187,21665,10291021,2018-02-11
E0307187,219351,40507449,2018-02-11
E0307187,211,43560748,2018-02-11
E0307187,21220,25529334,2018-02-11
E0307187,215706,34068553,2018-02-11
E0307187,219,57107791,2018-02-11
E0307187,21638,45595803,2018-02-11
E0307187,21433,54223994,2018-02-11
E0307187,21515,87520640,2018-02-11
E0307187,217719,68703215,2018-02-11
E0307187,21932,44526087,2018-02-11
E0307187,214,85586730,2018-02-11
E0307187,21108,4221758,2018-02-11
E0307187,217,3867285,2018-02-11
E0307187,21446,4313206,2018-02-11
E0307187,215920,54115604,2018-02-11
E0109833,214742,13204572,2018-02-11
E0109833,214946,63528012,2018-02-11
E0109833,21515,11333782,2018-02-11
E0109833,214312,73117738,2018-02-11
E0109833,21820,33700662,2018-02-11
E0337037,216037,99176403,2018-02-11
E0337037,21752,89907453,2018-02-11
E0337037,212,36899310,2018-02-11
E0337037,21220,33647994,2018-02-11
E0337037,218,38944579,2018-02-11
E0337037,214,41943003,2018-02-11
E0337037,215124,4312604,2018-02-11
E0337037,216862,40456020,2018-02-11
E0337037,21186,26974332,2018-02-11
E0337037,214047,22090324,2018-02-11
E0337037,214312,66699652,2018-02-11
E0337037,215136,24649017,2018-02-11
E0337037,21989,37833818,2018-02-11
E0171808,218,1072518,2018-02-11
E0171808,214742,59640919,2018-02-11
E0171808,21434,53013331,2018-02-11
E0171808,21989,39800733,2018-02-11
E0171808,215706,87032962,2018-02-11
E0171808,212652,48954913,2018-02-11
E0171808,21208,50240212,2018-02-11
E0171808,216668,87948701,2018-02-11
E0171808,219351,30235386,2018-02-11
E0171808,216,70078892,2018-02-11
E0171808,213,77211667,2018-02-11
E0171808,21433,80836818,2018-02-11
E0171808,214729,26858760,2018-02-11
E0171808,21186,36601496,2018-02-11
E0171808,21143,66474350,2018-02-11
E0373479,218,17768938,2018-02-11
E0373479,215,17304768,2018-02-11
E0373479,212,82896099,2018-02-11
E0373479,215124,56683521,2018-02-11
E0373479,219388,14578077,2018-02-11
E0373479,216862,53928908,2018-02-11
E0373479,21980,25129234,2018-02-11
E0373479,212,27641034,2018-02-11
E0373479,213,79265114,2018-02-11
E0373479,21582,79422984,2018-02-11
E0373479,217028,32924428,2018-02-11
E0863254,212,32127036,2018-02-11
E0863254,21325,7678187,2018-02-11
E0863254,219388,94896182,2018-02-11
E0863254,21191,80138583,2018-02-11
E0863254,21572,28561680,2018-02-11
E0863254,219578,23639108,2018-02-11
E0863254,21709,67304034,2018-02-11
E0863254,213,97474770,2018-02-11
E0863254,213197,86269767,2018-02-11
E0863254,21665,67525968,2018-02-11
E0863254,218,4991076,2018-02-11
E0863254,215727,12731598,2018-02-11
E0863254,21582,50201104,2018-02-11
E0863254,212,27503818,2018-02-11
E0835112,213,11245212,2018-02-15
E0835112,215,63266069,2018-02-15
E0835112,219,34699257,2018-02-15
E0835112,215,72424903,2018-02-15
E0835112,21143,31452186,2018-02-15
E0835112,21572,37280587,2018-02-15
E0835112,212,24513828,2018-02-15
E0835112,21191,99717141,2018-02-15
E0835112,212652,92559520,2018-02-15
E0835112,219,60503019,2018-02-15
E0835112,216862,89946252,2018-02-15
E0835112,21446,50332033,2018-02-15
E0835112,211,80409562,2018-02-15
E0835112,21433,5312510,2018-02-15
E0835112,217719,92058211,2018-02-15
E0835112,21638,1985039,2018-02-15
E0835112,216823,696937,2018-02-15
E0505028,216,95908700,2018-02-15
E0505028,21325,40103410,2018-02-15
E0505028,214357,40324201,2018-02-15
E0505028,21980,21754530,2018-02-15
E0505028,213183,39480826,2018-02-15
E0505028,214,93574820,2018-02-15
E0505028,216134,9017145,2018-02-15
E0505028,212,53611426,2018-02-15
E0505028,216862,61395041,2018-02-15
E0505028,216,58997886,2018-02-15
E0505028,219578,47881970,2018-02-15
E0505028,217,58620703,2018-02-15
E0505028,21989,18072026,2018-02-15
E0505028,214,30709784,2018-02-15
E0505028,21208,96058894,2018-02-15
E0505028,211,93697608,2018-02-15
E0505028,219388,94305219,2018-02-15
E0505028,211,25365255,2018-02-15
E0982709,219,42476764,2018-02-15
E0982709,219,55975617,2018-02-15
E0982709,215,50765547,2018-02-15
E0982709,21325,31680721,2018-02-15
E0982709,21932,398926,2018-02-15
E0982709,215136,21882425,2018-02-15
E0982709,21108,90252876,2018-02-15
E0586075,214946,93595675,2018-02-15
E0586075,218,93021849,2018-02-15
E0586075,21932,55083078,2018-02-15
E0586075,212,73173321,2018-02-15
E0586075,216992,91573381,2018-02-15
E0586075,216919,29490396,2018-02-15
E0586075,21980,75922046,2018-02-15
E0586075,216823,13914211,2018-02-15
E0586075,218,98440014,2018-02-15
E0586075,21220,43755651,2018-02-15
E0307187,21448,32795561,2018-02-15
E0307187,212,6739109,2018-02-15
E0307187,216862,46538046,2018-02-15
E0307187,217973,18894987,2018-02-15
E0307187,219388,38675029,2018-02-15
E0307187,21820,14970586,2018-02-15
E0307187,214729,84342477,2018-02-15
E0307187,217,26853159,2018-02-15
E0307187,216419,23738981,2018-02-15
E0109833,214,81840624,2018-02-15
E0109833,216823,70106143,2018-02-15
E0109833,217973,83731611,2018-02-15
E0109833,213,921193,2018-02-15
E0109833,217,69617844,2018-02-15
E0109833,216992,97007846,2018-02-15
E0109833,21515,43475002,2018-02-15
E0109833,215136,71681330,2018-02-15
E0109833,214729,42472104,2018-02-15
E0109833,214357,20282647,2018-02-15
E0109833,218,94259146,2018-02-15
E0109833,21220,17192681,2018-02-15
E0109833,211526,75398723,2018-02-15
E0109833,21108,76412901,2018-02-15
E0109833,21752,69513031,2018-02-15
E0337037,21325,92047353,2018-02-15
E0337037,215124,25656437,2018-02-15
E0337037,21709,49754884,2018-02-15
E0337037,215136,273391,2018-02-15
E0337037,214312,88287015,2018-02-15
E0337037,21855,90880959,2018-02-15
E0337037,21143,53522698,2018-02-15
E0337037,21186,38495511,2018-02-15
E0337037,21191,69932572,2018-02-15
E0337037,214,6803638,2018-02-15
E0337037,216992,29670844,2018-02-15
E0337037,21752,13711259,2018-02-15
E0171808,212,13772964,2018-02-15
E0171808,214695,93515729,2018-02-15
E0171808,214946,96220847,2018-02-15
E0171808,214,47413194,2018-02-15
E0171808,216823,71373621,2018-02-15
E0171808,218,71949555,2018-02-15
E0171808,219,70120557,2018-02-15
E0171808,218926,27730183,2018-02-15
E0171808,21108,72472735,2018-02-15
E0373479,213,73118161,2018-02-15
E0373479,217604,26375505,2018-02-15
E0373479,216419,22716263,2018-02-15
E0373479,212,12854466,2018-02-15
E0373479,21665,22968900,2018-02-15
E0373479,214357,10266542,2018-02-15
E0373479,213,94602854,2018-02-15
E0373479,214312,86458435,2018-02-15
E0863254,21325,86112374,2018-02-15
E0863254,21855,3745281,2018-02-15
E0863254,215,88904000,2018-02-15
E0863254,21200,13823751,2018-02-15
E0863254,214312,98043553,2018-02-15
E0863254,218,98927170,2018-02-15
E0863254,21932,70014149,2018-02-15
E0863254,21515,26953264,2018-02-15
E0863254,21305,64134916,2018-02-15
E0863254,216,74626295,2018-02-15
E0835112,217028,24919646,2018-02-18
E0835112,212,34148809,2018-02-18
E0835112,21186,59259126,2018-02-18
E0835112,215727,24457771,2018-02-18
E0835112,214946,27452843,2018-02-18
E0835112,212,1087555,2018-02-18
E0835112,211,76593196,2018-02-18
E0835112,21433,57925184,2018-02-18
E0835112,219388,15638893,2018-02-18
E0835112,215920,99856562,2018-02-18
E0835112,217,7982150,2018-02-18
E0505028,21572,20629116,2018-02-18
E0505028,21200,67531680,2018-02-18
E0505028,218,80403466,2018-02-18
E0505028,212,32583243,2018-02-18
E0505028,216668,57611190,2018-02-18
E0505028,218,4786711,2018-02-18
E0982709,21665,59549996,2018-02-18
E0982709,212,94126473,2018-02-18
E0982709,215,50286302,2018-02-18
E0982709,21131,18650157,2018-02-18
E0982709,215,91817665,2018-02-18
E0982709,21932,32331835,2018-02-18
E0982709,21143,36846286,2018-02-18
E0982709,212652,91273170,2018-02-18
E0982709,214695,46225700,2018-02-18
E0982709,216992,58674025,2018-02-18
E0982709,214047,55070595,2018-02-18
E0982709,215920,83097341,2018-02-18
E0982709,215136,49384146,2018-02-18
E0982709,21200,53141136,2018-02-18
E0982709,218,49886777,2018-02-18
E0982709,217,34187832,2018-02-18
E0982709,21989,63497640,2018-02-18
E0982709,21448,86078485,2018-02-18
E0982709,215727,53369238,2018-02-18
E0586075,21119,5489750,2018-02-18
E0586075,211,13388173,2018-02-18
E0586075,218,32021871,2018-02-18
E0586075,217719,2559571,2018-02-18
E0586075,216419,82947434,2018-02-18
E0586075,212245,99081429,2018-02-18
E0586075,216992,38264163,2018-02-18
E0586075,21638,1499605,2018-02-18
E0586075,21393,87685678,2018-02-18
E0586075,21515,87062557,2018-02-18
E0586075,214946,72275645,2018-02-18
E0586075,218,99349442,2018-02-18
E0586075,216,44196222,2018-02-18
E0586075,219,65573290,2018-02-18
E0586075,217,78120932,2018-02-18
E0586075,218,20019704,2018-02-18
E0586075,212,49798379,2018-02-18
E0586075,219,2618639,2018-02-18
E0586075,21446,21279483,2018-02-18
E0307187,219351,56736866,2018-02-18
E0307187,21108,53919528,2018-02-18
E0307187,21515,72617232,2018-02-18
E0307187,21855,63018292,2018-02-18
E0307187,217719,15194945,2018-02-18
E0307187,21665,49650560,2018-02-18
E0307187,216419,7928436,2018-02-18
E0109833,215,57801230,2018-02-18
E0109833,217028,2376512,2018-02-18
E0109833,216134,58286311,2018-02-18
E0109833,21752,20972465,2018-02-18
E0109833,21119,68065938,2018-02-18
E0109833,218926,13043740,2018-02-18
E0109833,21855,72748707,2018-02-18
E0109833,213,52224701,2018-02-18
E0109833,218,87585704,2018-02-18
E0109833,216823,80252443,2018-02-18
E0109833,21980,64339673,2018-02-18
E0337037,212245,52648528,2018-02-18
E0337037,215706,99704401,2018-02-18
E0337037,21572,74966759,2018-02-18
E0337037,214047,74993704,2018-02-18
E0337037,212,90158002,2018-02-18
E0337037,216919,21878417,2018-02-18
E0171808,212245,99989053,2018-02-18
E0171808,214047,3559795,2018-02-18
E0171808,213197,73336383,2018-02-18
E0171808,21448,44588261,2018-02-18
E0171808,21186,26573367,2018-02-18
E0171808,218,21878180,2018-02-18
E0171808,21989,4132965,2018-02-18
E0171808,21446,15414185,2018-02-18
E0171808,219,45151180,2018-02-18
E0171808,211,87430196,2018-02-18
E0171808,21752,47912278,2018-02-18
E0373479,216,14257671,2018-02-18
E0373479,21989,40709884,2018-02-18
E0373479,214,81112480,2018-02-18
E0373479,214742,9086523,2018-02-18
E0373479,21752,54233585,2018-02-18
E0373479,215124,79141639,2018-02-18
E0373479,215,73792061,2018-02-18
E0373479,214695,93603603,2018-02-18
E0373479,216419,57567478,2018-02-18
E0373479,214312,18026112,2018-02-18
E0373479,21305,40276919,2018-02-18
E0373479,217973,42850543,2018-02-18
E0373479,218,64883204,2018-02-18
E0863254,218926,41550135,2018-02-18
E0863254,215124,46621319,2018-02-18
E0863254,211,760654,2018-02-18
E0863254,21448,44333664,2018-02-18
E0863254,211526,77593104,2018-02-18
E0863254,217604,38664368,2018-02-18
E0863254,214695,38364448,2018-02-18
E0863254,21186,34088860,2018-02-18
E0835112,21709,25801773,2018-02-19
E0835112,213197,93343369,2018-02-19
E0835112,217,43592578,2018-02-19
E0835112,21143,23710896,2018-02-19
E0835112,215727,12262675,2018-02-19
E0835112,219351,26145299,2018-02-19
E0835112,212652,29211344,2018-02-19
E0835112,218,85213167,2018-02-19
E0835112,21448,52257667,2018-02-19
E0835112,21668,81894516,2018-02-19
E0505028,21434,37183324,2018-02-19
E0505028,21220,46356866,2018-02-19
E0505028,214729,17982646,2018-02-19
E0505028,215136,25134629,2018-02-19
E0505028,218,39494218,2018-02-19
E0505028,21448,899933,2018-02-19
E0505028,216823,7532581,2018-02-19
E0505028,216037,68294632,2018-02-19
E0505028,217,99990550,2018-02-19
E0505028,21709,10477307,2018-02-19
E0505028,21200,40845856,2018-02-19
E0505028,212,93489857,2018-02-19
E0505028,213,52475001,2018-02-19
E0505028,21820,37621380,2018-02-19
E0505028,215920,41747661,2018-02-19
E0505028,217,63632576,2018-02-19
E0505028,211,34128855,2018-02-19
E0982709,21108,98178656,2018-02-19
E0982709,215920,66725784,2018-02-19
E0982709,217,27660507,2018-02-19
E0982709,213,87270253,2018-02-19
E0982709,21448,33750115,2018-02-19
E0982709,21191,81307741,2018-02-19
E0982709,215,22409847,2018-02-19
E0982709,212,41659248,2018-02-19
E0982709,218,35005484,2018-02-19
E0982709,212245,28055387,2018-02-19
E0982709,21119,57352796,2018-02-19
E0982709,211,89650646,2018-02-19
E0982709,219578,41802997,2018-02-19
E0982709,215727,903229,2018-02-19
E0982709,21143,44529849,2018-02-19
E0586075,215,79296317,2018-02-19
E0586075,212,27827808,2018-02-19
E0586075,218,94207454,2018-02-19
E0586075,21638,82594634,2018-02-19
E0586075,21208,42261741,2018-02-19
E0586075,214,25824879,2018-02-19
E0586075,218926,52334840,2018-02-19
E0586075,213,85047253,2018-02-19
E0586075,21515,9223223,2018-02-19
E0586075,212245,75178251,2018-02-19
E0586075,213,14910356,2018-02-19
E0586075,21855,41593273,2018-02-19
E0586075,213,66965174,2018-02-19
E0586075,214,88955452,2018-02-19
E0307187,213,77984310,2018-02-19
E0307187,21200,54238469,2018-02-19
E0307187,214946,2975063,2018-02-19
E0307187,21325,16496367,2018-02-19
E0307187,21582,97784853,2018-02-19
E0307187,214047,83969456,2018-02-19
E0307187,212652,87747365,2018-02-19
E0307187,214312,73306673,2018-02-19
E0307187,212,68681000,2018-02-19
E0307187,219351,94711645,2018-02-19
E0307187,21709,76612053,2018-02-19
E0307187,21433,42838273,2018-02-19
E0307187,21855,86002073,2018-02-19
E0307187,217,47072369,2018-02-19
E0109833,214729,65002612,2018-02-19
E0109833,216037,36589821,2018-02-19
E0109833,217973,10476553,2018-02-19
E0109833,21820,61291736,2018-02-19
E0109833,219,42605838,2018-02-19
E0109833,217604,69020454,2018-02-19
E0109833,21143,46825538,2018-02-19
E0109833,21119,37798169,2018-02-19
E0109833,218,55220910,2018-02-19
E0109833,21665,30792628,2018-02-19
E0109833,21799,53461716,2018-02-19
E0109833,213,35798639,2018-02-19
E0109833,219351,70779789,2018-02-19
E0109833,215,93341773,2018-02-19
E0109833,21143,7394572,2018-02-19
E0109833,214695,9886557,2018-02-19
E0109833,212,61795576,2018-02-19
E0109833,214,24807452,2018-02-19
E0337037,218,49929924,2018-02-19
E0337037,211,54180396,2018-02-19
E0337037,211526,72094857,2018-02-19
E0337037,21186,551787,2018-02-19
E0337037,21119,12876177,2018-02-19
E0337037,215136,28670200,2018-02-19
E0337037,218926,41020251,2018-02-19
E0337037,219,48773129,2018-02-19
E0337037,21446,86715011,2018-02-19
E0337037,21393,35462582,2018-02-19
E0337037,21434,84404639,2018-02-19
E0337037,212652,77204897,2018-02-19
E0337037,218,17469134,2018-02-19
E0337037,215124,69510424,2018-02-19
E0337037,214,70594211,2018-02-19
E0171808,21433,47825406,2018-02-19
E0171808,216,80782731,2018-02-19
E0171808,215136,68706866,2018-02-19
E0171808,21572,99877839,2018-02-19
E0171808,21448,59893522,2018-02-19
E0171808,21799,55986052,2018-02-19
